transaction_id,student_id,issue_date,due_date,return_date,book_id,copy_id,fine_amount,initial_status,final_status,payment_status,payment_date,year,quarter
TS_0064,S18IT064,02-07-2020,09-07-2020,05-07-2020,BK789,CP23667,0,good,good,Not Available,,2020,3
TS_0068,S18ME060,22-08-2020,29-08-2020,23-08-2020,bk810,CP24282,0,good,good,Not Available,,2020,3
TS_0071,S18ME031,12-09-2020,19-09-2020,17-09-2020,BK882,CP26443,0,good,good,Not Available,,2020,3
TS_0072,S20CS138,22-07-2020,29-07-2020,26-07-2020,BK082,CP02457,0,good,good,Not Available,,2020,3
TS_0080,S20CS047,06-07-2020,13-07-2020,11-07-2020,BK070,CP02098,0,good,good,Not Available,,2020,3
TS_0082,S20CS142,24-09-2020,01-10-2020,29-09-2020,BK051,CP01515,0,good,good,Not Available,,2020,3
TS_0084,S17IT019,10-08-2020,17-08-2020,10-08-2020,BK679,CP20358,0,good,good,Not Available,,2020,3
TS_0087,S19CS114,12-09-2020,19-09-2020,13-09-2020,BK128,CP03814,0,good,good,Not Available,,2020,3
TS_0092,S20ME025,04-09-2020,11-09-2020,06-09-2020,BK837,CP25106,0,good,good,Not Available,,2020,3
TS_0093,S17CS134,04-09-2020,11-09-2020,,BK021,CP00616,1826,good,lost,Pending,,2020,3
TS_0096,S18CS086,02-07-2020,09-07-2020,04-07-2020,BK079,CP02365,0,good,good,Not Available,,2020,3
TS_0099,S17ME016,31-07-2020,07-08-2020,04-08-2020,BK943,CP28273,0,good,good,Not Available,,2020,3
TS_0102,S18EC062,08-09-2020,15-09-2020,13-09-2020,BK373,CP11167,0,good,good,Not Available,,2020,3
TS_0104,S18IT051,08-08-2020,15-08-2020,12-08-2020,BK720,CP21583,0,good,good,Not Available,,2020,3
TS_0111,S17CV040,04-08-2020,11-08-2020,07-08-2020,BK223,CP06678,0,good,good,Not Available,,2020,3
TS_0116,S17EE034,03-07-2020,10-07-2020,04-07-2020,BK485,CP14526,0,good,good,Not Available,,2020,3
TS_0117,S18ME064,21-07-2020,28-07-2020,22-07-2020,BK855,CP25623,0,good,good,Not Available,,2020,3
TS_0121,S20ME042,07-07-2020,14-07-2020,11-07-2020,BK828,CP24828,0,good,good,Not Available,,2020,3
TS_0127,S17CS115,02-08-2020,09-08-2020,02-08-2020,BK054,CP01597,0,good,good,Not Available,,2020,3
TS_0129,S18IT004,06-09-2020,13-09-2020,10-09-2020,BK644,CP19320,0,good,good,Not Available,,2020,3
TS_0132,S19CV033,27-09-2020,04-10-2020,29-09-2020,BK224,CP06716,0,good,good,Not Available,,2020,3
TS_0136,S17CS035,07-07-2020,14-07-2020,09-07-2020,BK095,CP02848,0,good,good,Not Available,,2020,3
TS_0141,S19IT034,07-07-2020,14-07-2020,11-07-2020,BK756,CP22676,0,good,good,Not Available,,2020,3
TS_0142,S20EC034,27-09-2020,04-10-2020,02-10-2020,BK328,CP09820,0,good,good,Not Available,,2020,3
TS_0148,S20CS083,16-07-2020,23-07-2020,19-07-2020,BK071,CP02117,0,good,good,Not Available,,2020,3
TS_0149,S18EC062,24-09-2020,01-10-2020,24-09-2020,BK413,CP12379,0,good,good,Not Available,,2020,3
TS_0155,S17CV046,12-08-2020,19-08-2020,18-08-2020,BK271,CP08108,0,good,good,Not Available,,2020,3
TS_0158,S18CS123,07-07-2020,14-07-2020,09-07-2020,BK115,CP03431,0,good,good,Not Available,,2020,3
TS_0169,S20IT048,16-08-2020,23-08-2020,18-08-2020,BK643,CP19282,0,good,good,Not Available,,2020,3
TS_0171,S19IT073,14-07-2020,21-07-2020,15-07-2020,BK703,CP21075,0,good,good,Not Available,,2020,3
TS_0175,S17IT009,07-09-2020,14-09-2020,10-09-2020,BK777,CP23289,0,good,good,Not Available,,2020,3
TS_0177,S18CS076,16-09-2020,23-09-2020,20-09-2020,BK128,CP03813,0,good,good,Not Available,,2020,3
TS_0179,S18IT005,14-07-2020,21-07-2020,27-08-2020,BK663,CP19872,370,good,good,Paid,27-08-2020 00:00,2020,3
TS_0181,S17IT048,26-08-2020,02-09-2020,01-09-2020,BK673,CP20167,0,good,good,Not Available,,2020,3
TS_0188,S17ME038,28-08-2020,04-09-2020,28-08-2020,BK906,CP27175,0,good,good,Not Available,,2020,3
TS_0189,S18EC013,23-07-2020,30-07-2020,28-07-2020,BK340,CP10188,0,good,good,Not Available,,2020,3
TS_0191,S19CS156,20-07-2020,27-07-2020,22-07-2020,BK090,CP02675,0,good,good,Not Available,,2020,3
TS_0193,S18CS050,23-09-2020,30-09-2020,24-09-2020,BK033,CP00988,0,good,good,Not Available,,2020,3
TS_0196,S19CV026,22-08-2020,29-08-2020,01-10-2020,BK278,CP08326,330,good,good,Paid,01-10-2020 00:00,2020,3
TS_0204,S19IT053,29-09-2020,06-10-2020,29-09-2020,BK682,CP20444,0,good,good,Not Available,,2020,3
TS_0205,S19CS074,01-07-2020,08-07-2020,,BK146,CP04355,1272,good,lost,Paid,14-08-2020 09:24,2020,3
TS_0208,S20ME056,22-07-2020,29-07-2020,04-09-2020,BK832,CP24943,370,good,good,Paid,04-09-2020 00:00,2020,3
TS_0210,S17CS005,22-07-2020,29-07-2020,28-07-2020,BK084,CP02501,0,good,good,Not Available,,2020,3
TS_0211,S20CV060,29-08-2020,05-09-2020,30-08-2020,BK226,CP06773,0,good,good,Not Available,,2020,3
TS_0214,S19ME048,01-07-2020,08-07-2020,07-07-2020,BK898,CP26937,0,good,good,Not Available,,2020,3
TS_0216,S19IT001,22-08-2020,29-08-2020,25-08-2020,BK658,CP19733,0,good,good,Not Available,,2020,3
TS_0226,S19EC013,31-07-2020,07-08-2020,02-08-2020,BK429,CP12842,0,good,good,Not Available,,2020,3
TS_0227,S17ME038,31-07-2020,07-08-2020,06-08-2020,BK847,CP25383,0,good,good,Not Available,,2020,3
TS_0228,S18ME037,14-07-2020,21-07-2020,18-07-2020,BK894,CP26802,0,good,good,Not Available,,2020,3
TS_0246,S19ME073,24-09-2020,01-10-2020,27-09-2020,BK858,CP25719,0,good,good,Not Available,,2020,3
TS_0247,S20CV033,14-09-2020,21-09-2020,18-09-2020,BK255,CP07638,0,good,good,Not Available,,2020,3
TS_0255,S20CV061,26-07-2020,02-08-2020,,BK182,CP05450,1382,good,lost,Paid,12-02-2021 13:21,2020,3
TS_0257,S20CS037,29-09-2020,06-10-2020,02-10-2020,BK021,CP00628,0,good,good,Not Available,,2020,3
TS_0263,S19ME049,09-07-2020,16-07-2020,13-07-2020,BK811,CP24312,0,good,good,Not Available,,2020,3
TS_0265,S19ME054,16-07-2020,23-07-2020,16-07-2020,BK822,CP24646,0,good,good,Not Available,,2020,3
TS_0270,S18ME058,07-07-2020,14-07-2020,11-07-2020,BK877,CP26290,0,good,good,Not Available,,2020,3
TS_0277,S19EC063,08-09-2020,15-09-2020,10-09-2020,BK432,CP12933,0,good,good,Not Available,,2020,3
TS_0278,S18IT065,10-07-2020,17-07-2020,15-07-2020,BK709,CP21270,0,good,good,Not Available,,2020,3
TS_0279,S17CS074,10-08-2020,17-08-2020,,bk141,CP04228,1912,good,lost,Pending,,2020,3
TS_0282,S17EE001,05-08-2020,12-08-2020,,BK640,CP19187,1800,good,lost,Paid,09-11-2020 21:39,2020,3
TS_0284,S19EC035,25-09-2020,02-10-2020,,bk429,CP12842,1546,good,lost,Paid,11-01-2021 11:39,2020,3
TS_0285,S17IT053,18-09-2020,25-09-2020,21-09-2020,BK791,CP23723,0,good,good,Not Available,,2020,3
TS_0286,S20CS017,04-09-2020,11-09-2020,07-09-2020,BK071,CP02105,0,good,good,Not Available,,2020,3
TS_0288,S20CS017,28-07-2020,04-08-2020,01-08-2020,bk118,CP03532,0,good,good,Not Available,,2020,3
TS_0294,S17CV020,30-09-2020,07-10-2020,01-11-2020,BK278,CP08340,250,good,good,Pending,,2020,3
TS_0296,S17CS046,01-09-2020,08-09-2020,07-09-2020,BK059,CP01751,0,good,good,Not Available,,2020,3
TS_0298,S19CV022,17-07-2020,24-07-2020,21-07-2020,BK271,CP08101,0,good,good,Not Available,,2020,3
TS_0303,S19CS161,08-09-2020,15-09-2020,09-09-2020,BK114,CP03393,0,good,good,Not Available,,2020,3
TS_0309,S18ME063,04-09-2020,11-09-2020,04-09-2020,BK808,CP24228,0,good,good,Not Available,,2020,3
TS_0310,S19ME012,15-09-2020,22-09-2020,21-09-2020,BK896,CP26878,0,good,good,Not Available,,2020,3
TS_0318,S17ME076,19-09-2020,26-09-2020,25-09-2020,BK844,CP25312,0,good,good,Not Available,,2020,3
TS_0320,S17CS030,18-08-2020,25-08-2020,21-08-2020,BK122,CP03643,0,good,good,Not Available,,2020,3
TS_0323,S19CS008,23-09-2020,30-09-2020,23-09-2020,BK130,CP03874,0,good,good,Not Available,,2020,3
TS_0325,S19EE011,01-08-2020,08-08-2020,04-08-2020,BK599,CP17958,0,good,good,Not Available,,2020,3
TS_0326,S19CV008,31-08-2020,07-09-2020,02-09-2020,BK307,CP09193,0,good,good,Not Available,,2020,3
TS_0328,S18CS043,06-07-2020,13-07-2020,10-07-2020,BK116,CP03462,100,good,damaged,Paid,10-07-2020 00:00,2020,3
TS_0329,S18EE035,11-07-2020,18-07-2020,12-07-2020,BK491,CP14725,0,good,good,Not Available,,2020,3
TS_0337,S19CS038,17-08-2020,24-08-2020,22-08-2020,BK062,CP01843,0,good,good,Not Available,,2020,3
TS_0340,S20CS080,22-09-2020,29-09-2020,27-09-2020,BK017,CP00485,0,good,good,Not Available,,2020,3
TS_0343,S18CV047,02-08-2020,09-08-2020,08-08-2020,BK249,CP07445,0,good,good,Not Available,,2020,3
TS_0347,S18EE012,02-08-2020,09-08-2020,03-08-2020,BK483,CP14461,0,good,good,Not Available,,2020,3
TS_0348,S17ME028,14-09-2020,21-09-2020,16-09-2020,bk919,CP27570,0,good,good,Not Available,,2020,3
TS_0352,S19CS056,29-09-2020,06-10-2020,04-10-2020,BK047,CP01409,0,good,good,Not Available,,2020,3
TS_0361,S17CS053,16-07-2020,23-07-2020,17-07-2020,BK042,CP01238,0,good,good,Not Available,,2020,3
TS_0367,S20EC041,14-08-2020,21-08-2020,14-08-2020,BK435,CP13025,0,good,good,Not Available,,2020,3
TS_0368,S17ME064,18-07-2020,25-07-2020,24-07-2020,bk925,CP27723,0,good,good,Not Available,,2020,3
TS_0369,S20IT054,09-08-2020,16-08-2020,15-08-2020,BK649,CP19461,0,good,good,Not Available,,2020,3
TS_0373,S20ME077,05-07-2020,12-07-2020,06-07-2020,BK808,CP24219,0,good,good,Not Available,,2020,3
TS_0376,S19EC060,17-08-2020,24-08-2020,19-08-2020,BK389,CP11660,0,good,good,Not Available,,2020,3
TS_0379,S19ME019,27-09-2020,04-10-2020,03-10-2020,BK942,CP28254,0,good,good,Not Available,,2020,3
TS_0382,S20CS022,14-09-2020,21-09-2020,,BK070,CP02076,1262,good,lost,Pending,,2020,3
TS_0384,S17CS057,05-07-2020,12-07-2020,07-07-2020,BK087,CP02583,0,good,good,Not Available,,2020,3
TS_0386,S20ME059,30-08-2020,06-09-2020,03-09-2020,BK830,CP24891,0,good,good,Not Available,,2020,3
TS_0388,S20CV031,24-08-2020,31-08-2020,26-08-2020,BK293,CP08783,0,good,good,Not Available,,2020,3
TS_0389,S19IT054,04-08-2020,11-08-2020,24-08-2020,bk645,CP19332,130,good,good,Paid,24-08-2020 00:00,2020,3
TS_0392,S19CS134,10-09-2020,17-09-2020,26-10-2020,BK148,CP04421,390,good,good,Paid,26-10-2020 00:00,2020,3
TS_0395,S18CS054,21-09-2020,28-09-2020,25-09-2020,BK117,CP03497,0,good,good,Not Available,,2020,3
TS_0405,S19EC040,23-07-2020,30-07-2020,27-07-2020,BK374,CP11201,0,good,good,Not Available,,2020,3
TS_0411,S19CV021,27-08-2020,03-09-2020,28-08-2020,BK196,CP05880,0,good,good,Not Available,,2020,3
TS_0412,S19CV053,11-08-2020,18-08-2020,,BK294,CP08815,1916,good,lost,Pending,,2020,3
TS_0415,S19ME060,25-07-2020,01-08-2020,,BK803,CP24087,1036,good,lost,Pending,,2020,3
TS_0421,S19CS029,04-09-2020,11-09-2020,,BK065,CP01933,1152,good,lost,Paid,06-11-2020 12:09,2020,3
TS_0426,S19CS072,10-07-2020,17-07-2020,10-07-2020,BK086,CP02577,0,good,good,Not Available,,2020,3
TS_0434,S20IT042,20-07-2020,27-07-2020,,BK652,CP19537,1076,good,lost,Paid,09-03-2021 16:28,2020,3
TS_0436,S19EC049,04-09-2020,11-09-2020,10-09-2020,BK478,CP14312,0,good,good,Not Available,,2020,3
TS_0441,S18EE002,12-08-2020,19-08-2020,18-08-2020,BK595,CP17842,0,good,good,Not Available,,2020,3
TS_0445,S20EE037,13-08-2020,20-08-2020,15-08-2020,BK551,CP16507,0,good,good,Not Available,,2020,3
TS_0448,S20EE032,29-09-2020,06-10-2020,29-09-2020,BK631,CP18915,0,good,good,Not Available,,2020,3
TS_0456,S19CV022,16-09-2020,23-09-2020,21-09-2020,BK222,CP06643,0,good,good,Not Available,,2020,3
TS_0459,S18IT047,06-07-2020,13-07-2020,11-07-2020,BK663,CP19884,0,good,good,Not Available,,2020,3
TS_0468,S17CV001,29-07-2020,05-08-2020,31-07-2020,BK266,CP07971,0,good,good,Not Available,,2020,3
TS_0470,S20CS016,12-07-2020,19-07-2020,12-07-2020,BK082,CP02454,0,good,good,Not Available,,2020,3
TS_0477,S17IT058,12-07-2020,19-07-2020,12-07-2020,BK659,CP19748,0,good,good,Not Available,,2020,3
TS_0488,S19ME067,17-07-2020,24-07-2020,17-07-2020,bk863,CP25879,0,good,good,Not Available,,2020,3
TS_0490,S20CS087,11-09-2020,18-09-2020,11-09-2020,BK093,cp02762,0,good,good,Not Available,,2020,3
TS_0498,S17ME005,25-09-2020,02-10-2020,25-09-2020,BK821,CP24602,0,good,good,Not Available,,2020,3
TS_0499,S17EE023,21-08-2020,28-08-2020,,BK637,cp19090,1186,good,lost,Pending,,2020,3
TS_0504,S20IT024,23-09-2020,30-09-2020,09-10-2020,BK645,CP19338,90,good,good,Paid,09-10-2020 00:00,2020,3
TS_0508,S19CS149,29-07-2020,05-08-2020,03-08-2020,bk137,CP04092,0,good,good,Not Available,,2020,3
TS_0516,S19ME064,15-09-2020,22-09-2020,19-09-2020,BK819,CP24561,0,good,good,Not Available,,2020,3
TS_0517,S17EC051,03-08-2020,10-08-2020,03-08-2020,BK471,CP14102,0,good,good,Not Available,,2020,3
TS_0520,S19ME055,11-09-2020,18-09-2020,12-09-2020,BK849,CP25465,0,good,good,Not Available,,2020,3
TS_0523,S19CS120,15-09-2020,22-09-2020,15-09-2020,BK118,CP03531,0,good,good,Not Available,,2020,3
TS_0525,S17CS008,06-09-2020,13-09-2020,11-09-2020,BK088,cp02629,0,good,good,Not Available,,2020,3
TS_0529,S20CS166,05-07-2020,12-07-2020,10-07-2020,BK121,CP03621,0,good,good,Not Available,,2020,3
TS_0532,S18CS071,07-08-2020,14-08-2020,11-08-2020,BK099,CP02960,0,good,good,Not Available,,2020,3
TS_0540,S17CS159,22-07-2020,29-07-2020,25-07-2020,BK051,CP01529,0,good,good,Not Available,,2020,3
TS_0544,S17CS088,19-08-2020,26-08-2020,23-08-2020,BK094,CP02813,100,good,damaged,Paid,23-08-2020 00:00,2020,3
TS_0548,S20CS004,20-08-2020,27-08-2020,25-08-2020,BK111,CP03313,0,good,good,Not Available,,2020,3
TS_0549,S17EE031,14-07-2020,21-07-2020,19-07-2020,BK563,cp16867,0,good,good,Not Available,,2020,3
TS_0551,S18CS140,28-08-2020,04-09-2020,01-09-2020,BK024,CP00695,0,good,good,Not Available,,2020,3
TS_0557,S18CV061,04-08-2020,11-08-2020,29-09-2020,BK313,CP09367,490,good,good,Paid,29-09-2020 00:00,2020,3
TS_0560,S19ME005,05-08-2020,12-08-2020,,BK839,CP25155,1870,good,lost,Paid,12-07-2021 23:32,2020,3
TS_0564,S20EC018,15-07-2020,22-07-2020,15-07-2020,BK372,CP11132,0,good,good,Not Available,,2020,3
TS_0566,S20CS140,31-07-2020,07-08-2020,02-08-2020,BK132,CP03935,0,good,good,Not Available,,2020,3
TS_0572,S18CS139,15-09-2020,22-09-2020,15-09-2020,BK034,CP01008,0,good,good,Not Available,,2020,3
TS_0580,S17EE032,09-08-2020,16-08-2020,12-08-2020,BK592,CP17739,0,good,good,Not Available,,2020,3
TS_0581,S17ME044,28-08-2020,04-09-2020,31-08-2020,BK923,CP27678,0,good,good,Not Available,,2020,3
TS_0585,S19ME059,23-08-2020,30-08-2020,28-08-2020,BK877,CP26291,0,good,good,Not Available,,2020,3
TS_0587,S18CV003,06-09-2020,13-09-2020,09-09-2020,BK286,CP08564,0,good,good,Not Available,,2020,3
TS_0591,S18CV038,07-09-2020,14-09-2020,12-09-2020,BK243,CP07270,0,good,good,Not Available,,2020,3
TS_0597,S18CS165,21-07-2020,28-07-2020,25-07-2020,BK159,CP04754,0,good,good,Not Available,,2020,3
TS_0599,S20EC039,20-07-2020,27-07-2020,24-07-2020,BK398,CP11934,0,good,good,Not Available,,2020,3
TS_0601,S18CS025,12-09-2020,19-09-2020,16-09-2020,BK017,CP00500,0,good,good,Not Available,,2020,3
TS_0611,S19IT028,27-07-2020,03-08-2020,02-08-2020,BK662,CP19833,0,good,good,Not Available,,2020,3
TS_0616,S20EE036,17-08-2020,24-08-2020,22-08-2020,BK543,CP16289,0,good,good,Not Available,,2020,3
TS_0617,S18IT024,24-09-2020,01-10-2020,28-09-2020,BK792,CP23760,0,good,good,Not Available,,2020,3
TS_0620,S17CS146,09-07-2020,16-07-2020,10-07-2020,BK089,CP02641,0,good,good,Not Available,,2020,3
TS_0629,S19EC035,25-09-2020,02-10-2020,25-10-2020,BK338,CP10115,230,good,good,Paid,25-10-2020 00:00,2020,3
TS_0632,S20ME065,04-08-2020,11-08-2020,10-08-2020,BK831,CP24922,0,good,good,Not Available,,2020,3
TS_0634,S17CS041,21-08-2020,28-08-2020,,BK010,CP00294,1232,good,lost,Pending,,2020,3
TS_0635,S20CS062,15-07-2020,22-07-2020,21-07-2020,BK140,CP04193,0,good,good,Not Available,,2020,3
TS_0636,S20CS102,05-07-2020,12-07-2020,18-08-2020,BK122,CP03650,370,good,good,Paid,18-08-2020 00:00,2020,3
TS_0637,S17ME070,27-08-2020,03-09-2020,10-09-2020,BK807,CP24197,170,good,good,Pending,,2020,3
TS_0646,S17CS094,15-07-2020,22-07-2020,16-07-2020,BK105,CP03146,0,good,good,Not Available,,2020,3
TS_0648,S17CS048,08-08-2020,15-08-2020,13-08-2020,BK026,CP00774,0,good,good,Not Available,,2020,3
TS_0652,S20EC049,15-08-2020,22-08-2020,19-08-2020,BK376,CP11254,0,good,good,Not Available,,2020,3
TS_0654,S18CS074,21-08-2020,28-08-2020,11-10-2020,BK146,CP04373,440,good,good,Pending,,2020,3
TS_0658,S17EE013,30-09-2020,07-10-2020,05-10-2020,BK498,CP14926,0,good,good,Not Available,,2020,3
TS_0660,S18IT077,31-08-2020,07-09-2020,06-09-2020,BK770,CP23079,0,good,good,Not Available,,2020,3
TS_0663,S17CV037,27-07-2020,03-08-2020,28-07-2020,BK289,CP08642,0,good,good,Not Available,,2020,3
TS_0664,S20CV001,19-08-2020,26-08-2020,21-08-2020,BK191,CP05717,0,good,good,Not Available,,2020,3
TS_0672,S20IT040,06-07-2020,13-07-2020,10-07-2020,BK787,CP23595,0,good,good,Not Available,,2020,3
TS_0673,S18IT075,20-09-2020,27-09-2020,21-09-2020,BK681,CP20409,0,good,good,Not Available,,2020,3
TS_0675,S19IT039,17-09-2020,24-09-2020,17-09-2020,BK744,CP22318,0,good,good,Not Available,,2020,3
TS_0680,S17CV006,27-07-2020,03-08-2020,28-07-2020,BK201,CP06012,0,good,good,Not Available,,2020,3
TS_0688,S18CS159,08-07-2020,15-07-2020,,BK082,CP02435,1690,good,lost,Pending,,2020,3
TS_0691,S17CS052,19-07-2020,26-07-2020,24-07-2020,BK089,CP02660,0,good,good,Not Available,,2020,3
TS_0697,S17EC034,28-09-2020,05-10-2020,04-10-2020,BK351,CP10521,0,good,good,Not Available,,2020,3
TS_0701,S19CS048,30-07-2020,06-08-2020,02-08-2020,BK072,CP02150,0,good,good,Not Available,,2020,3
TS_0705,S17CS075,10-07-2020,17-07-2020,03-08-2020,BK096,CP02865,170,good,good,Paid,03-08-2020 00:00,2020,3
TS_0707,S20CS066,11-09-2020,18-09-2020,13-09-2020,BK049,CP01447,0,good,good,Not Available,,2020,3
TS_0708,S18EC026,22-08-2020,29-08-2020,23-08-2020,BK391,CP11718,0,good,good,Not Available,,2020,3
TS_0709,S18CS138,25-07-2020,01-08-2020,28-07-2020,BK147,CP04389,0,good,good,Not Available,,2020,3
TS_0715,S19ME021,08-08-2020,15-08-2020,09-08-2020,BK916,CP27475,0,good,good,Not Available,,2020,3
TS_0719,S19CS044,26-07-2020,02-08-2020,26-07-2020,BK027,CP00791,0,good,good,Not Available,,2020,3
TS_0721,S20EE047,26-08-2020,02-09-2020,27-08-2020,BK623,CP18677,0,good,good,Not Available,,2020,3
TS_0722,S19IT064,28-07-2020,04-08-2020,02-08-2020,BK773,CP23189,0,good,good,Not Available,,2020,3
TS_0723,S20CV043,23-09-2020,30-09-2020,23-09-2020,BK202,CP06045,0,good,good,Not Available,,2020,3
TS_0726,S20IT056,01-08-2020,08-08-2020,01-08-2020,BK766,CP22977,0,good,good,Not Available,,2020,3
TS_0741,S19CV035,27-09-2020,04-10-2020,28-09-2020,BK281,CP08407,0,good,good,Not Available,,2020,3
TS_0743,S20CS087,23-08-2020,30-08-2020,28-08-2020,BK049,CP01456,0,good,good,Not Available,,2020,3
TS_0744,S17EC060,06-09-2020,13-09-2020,11-09-2020,BK436,CP13061,0,good,good,Not Available,,2020,3
TS_0745,S17CS079,26-08-2020,02-09-2020,27-08-2020,BK100,CP02991,0,good,good,Not Available,,2020,3
TS_0749,S19ME015,03-09-2020,10-09-2020,08-09-2020,BK855,CP25638,0,good,good,Not Available,,2020,3
TS_0753,S19CV051,09-09-2020,16-09-2020,14-09-2020,BK223,CP06685,0,good,good,Not Available,,2020,3
TS_0754,S20EE006,30-07-2020,06-08-2020,04-08-2020,BK573,CP17182,0,good,good,Not Available,,2020,3
TS_0762,S19CV024,17-09-2020,24-09-2020,23-09-2020,BK242,CP07237,0,good,good,Not Available,,2020,3
TS_0779,S20CS117,18-08-2020,25-08-2020,18-08-2020,BK148,CP04418,0,good,good,Not Available,,2020,3
TS_0780,S19CV036,14-07-2020,21-07-2020,19-07-2020,BK239,CP07154,0,good,good,Not Available,,2020,3
TS_0782,S20EE019,28-07-2020,04-08-2020,02-08-2020,BK498,cp14924,0,good,good,Not Available,,2020,3
TS_0783,S19ME045,29-09-2020,06-10-2020,03-10-2020,BK882,CP26439,0,good,good,Not Available,,2020,3
TS_0787,S20CS107,22-07-2020,29-07-2020,14-08-2020,BK072,CP02139,160,good,good,Paid,14-08-2020 00:00,2020,3
TS_0792,S20CS067,17-08-2020,24-08-2020,23-08-2020,BK150,CP04497,0,good,good,Not Available,,2020,3
TS_0794,S19CS009,08-08-2020,15-08-2020,08-09-2020,BK086,CP02572,340,good,good,Pending,,2020,3
TS_0800,S20IT018,31-08-2020,07-09-2020,03-09-2020,BK732,CP21935,0,good,good,Not Available,,2020,3
TS_0802,S18EC013,25-09-2020,02-10-2020,30-09-2020,BK325,CP09743,0,good,good,Not Available,,2020,3
TS_0803,S20CS118,09-08-2020,16-08-2020,14-08-2020,BK105,CP03150,0,good,good,Not Available,,2020,3
TS_0807,S17CV015,30-09-2020,07-10-2020,01-10-2020,BK236,CP07059,0,good,good,Not Available,,2020,3
TS_0808,S19CS017,12-08-2020,19-08-2020,15-08-2020,BK029,CP00852,0,good,good,Not Available,,2020,3
TS_0809,S20IT055,26-09-2020,03-10-2020,02-10-2020,BK685,CP20535,0,good,good,Not Available,,2020,3
TS_0811,S19ME060,17-08-2020,24-08-2020,18-08-2020,BK858,CP25724,0,good,good,Not Available,,2020,3
TS_0821,S20CV052,22-08-2020,29-08-2020,22-08-2020,BK195,CP05825,0,good,good,Not Available,,2020,3
TS_0825,S20EC014,09-09-2020,16-09-2020,12-09-2020,BK413,CP12382,0,good,good,Not Available,,2020,3
TS_0827,S20ME076,29-08-2020,05-09-2020,31-08-2020,BK957,CP28708,0,good,good,Not Available,,2020,3
TS_0829,S19CS136,20-09-2020,27-09-2020,25-09-2020,BK050,CP01474,0,good,good,Not Available,,2020,3
TS_0835,S20IT024,20-09-2020,27-09-2020,20-09-2020,BK705,CP21144,0,good,good,Not Available,,2020,3
TS_0841,S17EE016,27-08-2020,03-09-2020,31-08-2020,BK627,CP18808,0,good,good,Not Available,,2020,3
TS_0843,S19ME044,07-09-2020,14-09-2020,12-09-2020,BK902,CP27036,0,good,good,Not Available,,2020,3
TS_0845,S17CS078,07-08-2020,14-08-2020,09-08-2020,BK021,CP00612,0,good,good,Not Available,,2020,3
TS_0847,S17IT027,08-07-2020,15-07-2020,14-07-2020,BK765,CP22937,0,good,good,Not Available,,2020,3
TS_0856,S20EE001,06-08-2020,13-08-2020,10-08-2020,BK596,CP17852,0,good,good,Not Available,,2020,3
TS_0859,S17IT074,15-07-2020,22-07-2020,16-07-2020,BK651,CP19525,0,good,good,Not Available,,2020,3
TS_0861,S17CS006,27-08-2020,03-09-2020,28-08-2020,BK054,CP01615,0,good,good,Not Available,,2020,3
TS_0862,S17ME039,02-08-2020,09-08-2020,04-08-2020,BK931,CP27902,0,good,good,Not Available,,2020,3
TS_0863,S18ME030,28-09-2020,05-10-2020,17-11-2020,BK854,CP25599,630,good,damaged,Paid,17-11-2020 00:00,2020,3
