transaction_id,student_id,issue_date,due_date,return_date,book_id,copy_id,fine_amount,initial_status,final_status,payment_status,payment_date,year,quarter
TS_1056,S18ME007,30-06-2020,07-07-2020,02-07-2020,BK898,CP26922,0,good,good,Not Available,,2020,2
TS_1076,S18IT028,29-06-2020,06-07-2020,01-07-2020,BK790,CP23697,0,good,good,Not Available,,2020,2
TS_1096,S19EE032,09-06-2020,16-06-2020,11-06-2020,BK580,CP17388,0,good,good,Not Available,,2020,2
TS_1126,S17EC043,25-06-2020,02-07-2020,,BK392,CP11731,1378,good,lost,Pending,,2020,2
TS_1130,S18ME049,06-06-2020,13-06-2020,28-07-2020,BK921,CP27601,550,good,damaged,Pending,,2020,2
TS_1137,S17ME034,15-06-2020,22-06-2020,18-06-2020,BK925,CP27722,0,good,good,Not Available,,2020,2
TS_1152,S18IT052,26-06-2020,03-07-2020,01-07-2020,BK701,CP21026,0,good,good,Not Available,,2020,2
TS_1179,S18EE012,03-06-2020,10-06-2020,05-06-2020,BK594,CP17796,0,good,good,Not Available,,2020,2
TS_1183,S17IT068,16-06-2020,23-06-2020,21-06-2020,BK674,CP20209,0,good,good,Not Available,,2020,2
TS_1189,S17CS026,28-06-2020,05-07-2020,02-07-2020,BK020,CP00572,0,good,good,Not Available,,2020,2
TS_1192,S19ME052,27-06-2020,04-07-2020,03-07-2020,BK873,CP26186,0,good,good,Not Available,,2020,2
TS_1194,S17CS157,23-06-2020,30-06-2020,26-06-2020,BK011,CP00312,0,good,good,Not Available,,2020,2
TS_1217,S17EE007,28-06-2020,05-07-2020,02-07-2020,BK548,CP16433,0,good,good,Not Available,,2020,2
TS_1232,S19CV042,18-06-2020,25-06-2020,18-06-2020,BK268,CP08022,0,good,good,Not Available,,2020,2
TS_1238,S18IT056,07-06-2020,14-06-2020,10-06-2020,BK666,CP19970,0,good,good,Not Available,,2020,2
TS_1245,S20CS116,08-06-2020,15-06-2020,11-06-2020,BK067,CP01985,0,good,good,Not Available,,2020,2
TS_1248,S17CS072,11-06-2020,18-06-2020,13-06-2020,BK122,CP03660,0,good,good,Not Available,,2020,2
TS_1249,S17CV040,06-06-2020,13-06-2020,09-06-2020,BK219,CP06558,0,good,good,Not Available,,2020,2
TS_1262,S17CV021,13-06-2020,20-06-2020,14-06-2020,BK273,CP08174,0,good,good,Not Available,,2020,2
TS_1263,S19CS125,22-06-2020,29-06-2020,28-06-2020,BK064,CP01913,0,good,good,Not Available,,2020,2
TS_1289,S20EC017,06-06-2020,13-06-2020,11-06-2020,BK418,CP12512,0,good,good,Not Available,,2020,2
TS_1303,S20EC013,03-06-2020,10-06-2020,07-06-2020,BK449,CP13465,0,good,good,Not Available,,2020,2
TS_1332,S18IT044,23-06-2020,30-06-2020,07-07-2020,BK739,CP22143,70,good,good,Paid,07-07-2020 00:00,2020,2
TS_1336,S18CS010,16-06-2020,23-06-2020,21-06-2020,BK071,CP02113,0,good,good,Not Available,,2020,2
TS_1345,S17EC059,15-06-2020,22-06-2020,19-06-2020,BK408,CP12219,0,good,good,Not Available,,2020,2
TS_1346,S19ME003,10-06-2020,17-06-2020,01-07-2020,BK807,CP24185,140,good,good,Paid,01-07-2020 00:00,2020,2
TS_1354,S19ME008,19-06-2020,26-06-2020,23-06-2020,BK864,CP25900,0,good,good,Not Available,,2020,2
TS_1364,S20CV048,18-06-2020,25-06-2020,22-06-2020,BK252,CP07534,0,good,good,Not Available,,2020,2
TS_1379,S19EE022,18-06-2020,25-06-2020,20-06-2020,BK541,CP16228,0,good,good,Not Available,,2020,2
TS_1410,S20ME064,28-06-2020,05-07-2020,30-06-2020,BK959,CP28747,0,good,good,Not Available,,2020,2
TS_1413,S19EC017,02-06-2020,09-06-2020,03-06-2020,BK353,CP10584,0,good,good,Not Available,,2020,2
TS_1426,S17CS134,18-06-2020,25-06-2020,22-06-2020,BK047,CP01401,0,good,good,Not Available,,2020,2
TS_1440,S17EE013,26-06-2020,03-07-2020,01-07-2020,BK585,CP17536,0,good,good,Not Available,,2020,2
TS_1444,S17CS107,13-06-2020,20-06-2020,18-06-2020,BK078,CP02337,0,good,good,Not Available,,2020,2
TS_1455,S19CS154,14-06-2020,21-06-2020,19-06-2020,BK062,CP01845,0,good,good,Not Available,,2020,2
TS_1458,S19CS004,18-06-2020,25-06-2020,20-06-2020,BK088,CP02640,0,good,good,Not Available,,2020,2
TS_1464,S17EC004,07-06-2020,14-06-2020,12-06-2020,BK445,CP13344,0,good,good,Not Available,,2020,2
TS_1486,S20ME034,12-06-2020,19-06-2020,17-06-2020,BK908,CP27230,0,good,good,Not Available,,2020,2
TS_1507,S17CS154,07-06-2020,14-06-2020,02-08-2020,BK029,CP00866,490,good,good,Pending,,2020,2
TS_1543,S17CV010,13-06-2020,20-06-2020,14-06-2020,BK225,CP06723,0,good,good,Not Available,,2020,2
TS_1550,S19ME047,20-06-2020,27-06-2020,22-07-2020,BK808,CP24222,250,good,good,Paid,22-07-2020 00:00,2020,2
TS_1591,S17IT038,21-06-2020,28-06-2020,25-06-2020,BK669,CP20063,0,good,good,Not Available,,2020,2
TS_1592,S19IT072,07-06-2020,14-06-2020,10-06-2020,BK718,CP21531,0,good,good,Not Available,,2020,2
TS_1596,S17CS086,11-06-2020,18-06-2020,14-07-2020,BK093,CP02763,260,good,good,Paid,14-07-2020 00:00,2020,2
TS_1597,S17CS074,06-06-2020,13-06-2020,01-08-2020,BK123,CP03670,590,good,damaged,Paid,01-08-2020 00:00,2020,2
TS_1600,S18ME043,14-06-2020,21-06-2020,17-06-2020,BK855,CP25627,0,good,good,Not Available,,2020,2
TS_1601,S20EC041,09-06-2020,16-06-2020,10-06-2020,BK418,CP12535,0,good,good,Not Available,,2020,2
TS_1604,S19CS092,01-06-2020,08-06-2020,01-06-2020,BK117,CP03493,0,good,good,Not Available,,2020,2
TS_1612,S19EE025,16-06-2020,23-06-2020,22-06-2020,BK586,CP17557,0,good,good,Not Available,,2020,2
TS_1629,S18EC006,13-06-2020,20-06-2020,14-06-2020,BK321,CP09621,0,good,good,Not Available,,2020,2
TS_1645,S18CS106,30-06-2020,07-07-2020,02-07-2020,BK127,CP03800,0,good,good,Not Available,,2020,2
TS_1687,S18ME025,21-06-2020,28-06-2020,21-06-2020,BK913,CP27390,0,good,good,Not Available,,2020,2
TS_1701,S19CS126,25-06-2020,02-07-2020,29-06-2020,BK012,CP00355,0,good,good,Not Available,,2020,2
TS_1705,S19CS067,22-06-2020,29-06-2020,22-06-2020,BK061,CP01822,0,good,good,Not Available,,2020,2
TS_1731,S20IT049,08-06-2020,15-06-2020,10-06-2020,BK784,CP23512,0,good,good,Not Available,,2020,2
TS_1733,S17EC035,19-06-2020,26-06-2020,24-06-2020,BK323,CP09683,0,good,good,Not Available,,2020,2
TS_1741,S20EE010,07-06-2020,14-06-2020,09-06-2020,BK601,CP18022,0,good,good,Not Available,,2020,2
TS_1763,S17CS114,27-06-2020,04-07-2020,02-07-2020,BK002,CP00032,0,good,good,Not Available,,2020,2
TS_1766,S20EC006,27-06-2020,04-07-2020,27-06-2020,BK407,CP12203,0,good,good,Not Available,,2020,2
TS_1776,S17CS099,29-06-2020,06-07-2020,04-07-2020,BK113,CP03381,0,good,good,Not Available,,2020,2
TS_1780,S19CV049,12-06-2020,19-06-2020,15-06-2020,BK259,CP07762,0,good,good,Not Available,,2020,2
TS_1787,S18IT051,22-06-2020,29-06-2020,22-06-2020,BK748,CP22423,0,good,good,Not Available,,2020,2
TS_1800,S20EC009,01-06-2020,08-06-2020,05-06-2020,BK385,CP11547,0,good,good,Not Available,,2020,2
TS_1913,S18IT035,07-06-2020,14-06-2020,12-06-2020,BK715,CP21446,0,good,good,Not Available,,2020,2
TS_1927,S18CS023,22-06-2020,29-06-2020,22-06-2020,BK040,CP01177,0,good,good,Not Available,,2020,2
TS_1934,S17IT067,22-06-2020,29-06-2020,24-06-2020,BK772,CP23144,0,good,good,Not Available,,2020,2
TS_1946,S20ME044,02-06-2020,09-06-2020,04-06-2020,BK832,CP24938,0,good,good,Not Available,,2020,2
TS_1960,S17IT001,14-06-2020,21-06-2020,14-07-2020,BK697,CP20884,230,good,good,Paid,14-07-2020 00:00,2020,2
TS_1966,S17IT035,22-06-2020,29-06-2020,22-06-2020,BK701,CP21010,0,good,good,Not Available,,2020,2
TS_1973,S20ME069,02-06-2020,09-06-2020,07-07-2020,BK833,CP24961,280,good,good,Paid,07-07-2020 00:00,2020,2
TS_1977,S17EC030,03-06-2020,10-06-2020,18-07-2020,BK334,CP10015,380,good,good,Paid,18-07-2020 00:00,2020,2
TS_1990,S17EE031,12-06-2020,19-06-2020,14-06-2020,BK589,CP17663,0,good,good,Not Available,,2020,2
TS_1996,S20IT046,24-06-2020,01-07-2020,,BK765,CP22950,1396,good,lost,Paid,27-09-2020 06:53,2020,2
TS_1997,S17ME003,16-06-2020,23-06-2020,17-06-2020,BK867,CP25994,0,good,good,Not Available,,2020,2
TS_2029,S18IT057,28-06-2020,05-07-2020,04-07-2020,BK762,CP22844,0,good,good,Not Available,,2020,2
TS_2048,S20CV028,02-06-2020,09-06-2020,08-06-2020,BK259,CP07745,0,good,good,Not Available,,2020,2
TS_2057,S20EC028,29-06-2020,06-07-2020,29-06-2020,BK384,CP11509,0,good,good,Not Available,,2020,2
TS_2070,S19EE025,01-06-2020,08-06-2020,05-06-2020,BK485,CP14522,0,good,good,Not Available,,2020,2
TS_2076,S20CS034,10-06-2020,17-06-2020,15-06-2020,BK075,CP02230,100,good,damaged,Pending,,2020,2
TS_2089,S18EE046,13-06-2020,20-06-2020,17-06-2020,BK547,CP16395,0,good,good,Not Available,,2020,2
TS_2095,S19CV038,12-06-2020,19-06-2020,17-06-2020,BK231,CP06917,0,good,good,Not Available,,2020,2
TS_2098,S20CS104,20-06-2020,27-06-2020,22-06-2020,BK045,CP01338,0,good,good,Not Available,,2020,2
TS_2112,S19ME054,06-06-2020,13-06-2020,02-08-2020,BK954,CP28599,500,good,good,Pending,,2020,2
TS_2146,S20CS028,17-06-2020,24-06-2020,17-06-2020,BK033,CP00965,0,good,good,Not Available,,2020,2
TS_2176,S20CS006,13-06-2020,20-06-2020,,BK022,CP00656,1880,good,lost,Pending,,2020,2
TS_2205,S18CS085,16-06-2020,23-06-2020,22-06-2020,BK079,CP02353,0,good,good,Not Available,,2020,2
TS_2232,S19CS137,08-06-2020,15-06-2020,08-06-2020,BK068,CP02040,0,good,good,Not Available,,2020,2
TS_2249,S17EE037,28-06-2020,05-07-2020,03-07-2020,BK632,CP18933,0,good,good,Not Available,,2020,2
TS_2288,S17IT029,03-06-2020,10-06-2020,05-06-2020,BK713,CP21366,0,good,good,Not Available,,2020,2
TS_2296,S18CS107,24-06-2020,01-07-2020,24-06-2020,BK083,CP02485,0,good,good,Not Available,,2020,2
TS_2299,S17EE048,02-06-2020,09-06-2020,06-06-2020,BK607,CP18206,0,good,good,Not Available,,2020,2
TS_2307,S19CS159,04-06-2020,11-06-2020,10-06-2020,BK118,CP03511,0,good,good,Not Available,,2020,2
TS_2314,S20ME029,29-06-2020,06-07-2020,04-07-2020,BK938,CP28139,0,good,good,Not Available,,2020,2
TS_2321,S19CS087,20-06-2020,27-06-2020,24-06-2020,BK107,CP03208,0,good,good,Not Available,,2020,2
TS_2322,S20EC055,30-06-2020,07-07-2020,01-07-2020,BK329,CP09842,0,good,good,Not Available,,2020,2
TS_2327,S18EC060,15-06-2020,22-06-2020,16-06-2020,BK390,CP11698,0,good,good,Not Available,,2020,2
TS_2329,S18CV033,08-06-2020,15-06-2020,11-06-2020,BK266,CP07964,0,good,good,Not Available,,2020,2
TS_2330,S17CS020,06-06-2020,13-06-2020,10-06-2020,BK073,CP02168,0,good,good,Not Available,,2020,2
TS_2336,S20CS038,10-06-2020,17-06-2020,10-06-2020,BK102,CP03045,0,good,good,Not Available,,2020,2
TS_2338,S20EC027,29-06-2020,06-07-2020,03-07-2020,BK402,CP12051,0,good,good,Not Available,,2020,2
TS_2346,S18EC055,03-06-2020,10-06-2020,06-06-2020,BK339,CP10162,0,good,good,Not Available,,2020,2
TS_2368,S20IT062,24-06-2020,01-07-2020,25-06-2020,BK734,CP22018,0,good,good,Not Available,,2020,2
TS_2369,S18IT001,19-06-2020,26-06-2020,21-06-2020,BK768,CP23028,0,good,good,Not Available,,2020,2
TS_2376,S19CS134,27-06-2020,04-07-2020,12-07-2020,BK133,CP03970,80,good,good,Pending,,2020,2
TS_2392,S20ME030,01-06-2020,08-06-2020,04-06-2020,BK881,CP26422,0,good,good,Not Available,,2020,2
TS_2410,S17EE006,05-06-2020,12-06-2020,07-06-2020,BK487,CP14596,0,good,good,Not Available,,2020,2
TS_2446,S18IT070,17-06-2020,24-06-2020,21-06-2020,BK756,CP22652,0,good,good,Not Available,,2020,2
TS_2459,S19CS086,05-06-2020,12-06-2020,05-06-2020,BK013,CP00388,0,good,good,Not Available,,2020,2
TS_2466,S19CV058,06-06-2020,13-06-2020,09-06-2020,BK254,CP07599,0,good,good,Not Available,,2020,2
TS_2477,S18CS109,05-06-2020,12-06-2020,05-06-2020,BK085,CP02547,0,good,good,Not Available,,2020,2
TS_2481,S19ME035,26-06-2020,03-07-2020,30-06-2020,BK888,CP26616,0,good,good,Not Available,,2020,2
TS_2489,S18IT074,15-06-2020,22-06-2020,,BK782,CP23449,1246,good,lost,Pending,,2020,2
TS_2503,S19CS062,28-06-2020,05-07-2020,04-07-2020,BK150,CP04487,0,good,good,Not Available,,2020,2
TS_2522,S19EE012,23-06-2020,30-06-2020,27-06-2020,BK547,CP16390,0,good,good,Not Available,,2020,2
TS_2527,S17CS164,08-06-2020,15-06-2020,08-06-2020,BK065,CP01941,0,good,good,Not Available,,2020,2
TS_2528,S18EE006,19-06-2020,26-06-2020,25-06-2020,BK508,CP15237,0,good,good,Not Available,,2020,2
TS_2529,S17CS151,09-06-2020,16-06-2020,11-06-2020,BK111,CP03306,0,good,good,Not Available,,2020,2
TS_2539,S19CS121,28-06-2020,05-07-2020,04-07-2020,BK118,CP03525,0,good,good,Not Available,,2020,2
TS_2543,S20EE026,04-06-2020,11-06-2020,10-06-2020,BK575,CP17227,0,good,good,Not Available,,2020,2
TS_2545,S18CV064,15-06-2020,22-06-2020,,BK236,CP07069,1852,good,lost,Paid,05-07-2021 10:11,2020,2
TS_2559,S19ME026,07-06-2020,14-06-2020,03-07-2020,BK825,CP24739,190,good,good,Paid,03-07-2020 00:00,2020,2
TS_2561,S17EE005,16-06-2020,23-06-2020,17-06-2020,BK518,CP15512,0,good,good,Not Available,,2020,2
TS_2581,S18EC024,18-06-2020,25-06-2020,22-06-2020,BK392,CP11745,0,good,good,Not Available,,2020,2
TS_2582,S20EC016,16-06-2020,23-06-2020,17-06-2020,BK473,CP14178,0,good,good,Not Available,,2020,2
TS_2587,S20CS139,23-06-2020,30-06-2020,24-06-2020,BK116,CP03466,0,good,good,Not Available,,2020,2
TS_2595,S20CS073,18-06-2020,25-06-2020,24-06-2020,BK129,CP03859,0,good,good,Not Available,,2020,2
TS_2613,S19EE029,22-06-2020,29-06-2020,28-06-2020,BK500,CP14985,0,good,good,Not Available,,2020,2
TS_2615,S19ME071,19-06-2020,26-06-2020,23-06-2020,BK959,CP28752,0,good,good,Not Available,,2020,2
TS_2621,S19EC012,06-06-2020,13-06-2020,11-06-2020,BK344,CP10300,0,good,good,Not Available,,2020,2
TS_2643,S17ME004,08-06-2020,15-06-2020,09-06-2020,BK939,CP28143,0,good,good,Not Available,,2020,2
TS_2667,S18ME004,27-06-2020,04-07-2020,30-06-2020,BK919,CP27541,0,good,good,Not Available,,2020,2
TS_2685,S17CV040,17-06-2020,24-06-2020,19-06-2020,BK208,CP06217,0,good,good,Not Available,,2020,2
TS_2689,S20CV065,12-06-2020,19-06-2020,13-06-2020,BK200,CP05984,0,good,good,Not Available,,2020,2
TS_2694,S18ME010,22-06-2020,29-06-2020,28-06-2020,BK801,CP24002,0,good,good,Not Available,,2020,2
TS_2695,S18IT014,01-06-2020,08-06-2020,07-06-2020,BK700,CP20989,0,good,good,Not Available,,2020,2
TS_2698,S18ME025,08-06-2020,15-06-2020,08-06-2020,BK936,CP28065,0,good,good,Not Available,,2020,2
TS_2706,S20EE009,25-06-2020,02-07-2020,29-06-2020,BK491,CP14706,0,good,good,Not Available,,2020,2
TS_2710,S19CS019,24-06-2020,01-07-2020,26-06-2020,BK005,CP00124,0,good,good,Not Available,,2020,2
TS_2723,S19CS076,13-06-2020,20-06-2020,17-06-2020,BK082,CP02432,0,good,good,Not Available,,2020,2
TS_2725,S20EC062,17-06-2020,24-06-2020,18-06-2020,BK382,CP11457,0,good,good,Not Available,,2020,2
TS_2736,S19CS066,04-06-2020,11-06-2020,,BK148,CP04429,1962,good,lost,Pending,,2020,2
